SourceFile,EXIF_BitsPerSample,XMP_BitsPerSample
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Six/66-2302_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Six/66-2303.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Six/66-2305_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Six/66-2314.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2150.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2150_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2153.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2154.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2155.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2155_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2168.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2169.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2169_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2170.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2170_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2171.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2171_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2174.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2177.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2177_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2178_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2179.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2179_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2180_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2183.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2183_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2184.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2184_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2186.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2190.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2190_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2191.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2191_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2192.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2192_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2193.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2193_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2194.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2194_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2196.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2196_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2197.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2197_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2199.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2199_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2201.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2201_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2202.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2202_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2203.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2203_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2204.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2205.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2205_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2206.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2206_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2207.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2207_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2208.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2208_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2209.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2209_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2210.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2210_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2212.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2212_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2217.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2217_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2220.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2220_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2221.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2221_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2225.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2225_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2230.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2230_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2231.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2231_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2232.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2232_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2234.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2234_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2235.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2236.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2236_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2240.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2251.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2251_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2252.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2255.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2255_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2261.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2261_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2262.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2263.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2263_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2265.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2270.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2270_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2272.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2275.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2275_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2278.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2278_verso.tif,8 8 8,"[8, 8, 8]"
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2282.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2282_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2285.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2285_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2290.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2290_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2296.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2298.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2301.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2302.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2302_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2303.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2305_verso.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Three/66-2314.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2020-1246.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2020-1732.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2020-1744.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2020-1926.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2023-142.tif,8 8 8,"[8, 8, 8]"
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2023-149.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2023-1742.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2023-1743.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2023-4391.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2023-86.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/2024-27.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/59-72-43.tif,8 8 8,"[8, 8, 8]"
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/67-1338.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/67-7850A.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/68-1578.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/68-1596.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/68-1788.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/70-1054.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/70-1062.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/70-3959.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/70-3982.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/70-570.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/72-1847.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/72-1848.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/74-267.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/74-268.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/74-269.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/74-270.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/Test-Set-Two/77-3549.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/2002-200.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/2002-501.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2004-418.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2005-352.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2006-128.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2006-129.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2006-487.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2009-1504.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2009-1505.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2009-1506.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2009-1507.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2009-1508.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2009-1519.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2009-1595.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/2009-2027.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/2012-203.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/2016-1835.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2016-1836.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2016-3094.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/2017-1245.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/58-156.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/58-160.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/59-1079.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/59-1564.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/59-397-1.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/59-397-2.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/59-397-5.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/59-398-7.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/59-398-8.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/59-416.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-1.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-229-04.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-243-05.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-245-01.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-279-01.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-398-03.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-398-04.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-43-59.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/60-43-60.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/61-280-02.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/62-718-03.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/62-735-05.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/63-1333.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/63-1419-03.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/63-1419-05.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/63-1429.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/63-1538-02.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/63-24-03.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/63-3-09.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/63-989-17.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/64-1082.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-1137.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-13-02.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-1321.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-1322.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-1869.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-2019.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-2022.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-606-18.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-629-05.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-654-01.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/64-657.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/65-86.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/69-1196A.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/69-1746.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/72-3113.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/73-326.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/73-3620.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/77-83.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/77-84.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/82-57-72.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/89-45.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/93-145.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/93-235.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/93-361-02.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/95-140.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/95-208-22.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/95-208-33.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/95-22-64.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/95-22-68.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/95-24.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/95-291.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/97-1928.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/97-2036.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/97-2049.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/97-2218.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/97-2255.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/97-2280.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/98-1057.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/98-602.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/98-779.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2020-1246.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2020-1732.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2020-1744.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2020-1758.tiff,8 8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2020-1926.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2023-142.tif,8 8 8,"[8, 8, 8]"
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2023-149.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2023-1742.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2023-1743.tif,16,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2023-4391.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2023-86.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/2024-27.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/59-72-43.tif,8 8 8,"[8, 8, 8]"
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/67-1338.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/67-7850A.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/68-1578.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/68-1596.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/68-1788.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/70-1054.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/70-1062.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/70-3959.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/70-3982.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/70-570.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/72-1847.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/72-1848.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/74-267.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/74-268.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/74-269.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/74-270.tif,16,16
/home/juren/Temp/HSTL_raw-tiffs/archive/Ver2-Data/2nd-Round-Test/77-3549.tif,8,16
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2002-200.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2002-501.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2004-418.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2005-352.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2006-128.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2006-129.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2006-487.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2009-1504.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2009-1505.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2009-1506.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2009-1507.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2009-1508.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2009-1519.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2009-1595.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2009-2027.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2012-203.tif,8,8
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2016-1835.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2016-1836.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2016-3094.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/2017-1245.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/58-156.tif,8 8 8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/58-160.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/59-1079.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/59-1564.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/59-397-1.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/59-397-2.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/59-397-5.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/59-398-7.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/59-398-8.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/59-416.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-1.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-229-04.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-243-05.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-245-01.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-279-01.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-398-03.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-398-04.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-43-59.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/60-43-60.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/61-280-02.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/62-718-03.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/62-735-05.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/63-1333.tif,8,
/home/juren/Temp/HSTL_raw-tiffs/archive/raw-data-files/63-1419-03.tif,8,
